
File	Size
Day - 37 (05_09_23)/42. Backend 5 (Node with SQL) - @deltabatch_apna/10. Show Route.mp4	74.64 MiB
Day - 37 (05_09_23)/42. Backend 5 (Node with SQL) - @deltabatch_apna/11. Edit Route.mp4	91.68 MiB
Day - 37 (05_09_23)/42. Backend 5 (Node with SQL) - @deltabatch_apna/12. Update Route.mp4	98.76 MiB
Day - 37 (05_09_23)/43 mango db installation/MongoDB Installation.pdf	41.51 KiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/00. Topic List.jpg	339.66 KiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/01. The Mongo Shell.mp4	57.48 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/02. How we store data_ (BSON).mp4	18.58 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/03. Document & Collection.mp4	15.73 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/04. INSERT in DB (InsertOne).mp4	45.14 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/05. INSERT in DB (InsertMany).mp4	9.21 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/06. FIND in DB.mp4	31.78 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/07. Query Operators.mp4	53.45 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/08. UPDATE in DB.mp4	43.87 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/09. Nesting.mp4	14.22 MiB
Day - 38 (11_09_23)/44. MongoDB (Part 1) - @deltabatch_apna/10. DELETE in DB.mp4	25.81 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/01. What is mongoose-.mp4	9.51 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/02. Installation & Setup.mp4	42.08 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/03. Schema.mp4	19.48 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/04. Models.mp4	22.30 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/05. Insert in Mongoose.mp4	30.24 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/06. Insert Multiple.mp4	18.98 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/07. Find in Mongoose.mp4	34.81 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/08. Update in Mongoose.mp4	19.67 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/09. FindAndUpdate.mp4	18.15 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/10. Delete in Mongoose.mp4	18.01 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/11. Schema Validations.mp4	63.11 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/12. SchemaType Options.mp4	43.21 MiB
Day - 39 (13_09_23)/MongoDB (Part -2) - @deltabatch_apna/13. Validation in Updation & Errors.mp4	31.47 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/0. Topic List.jpg	119.13 KiB
Day - 40 (17_09_23)/46. MongoDB with Express/01. Basic Set Up.mp4	27.11 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/02. Creating our Model (Chat).mp4	49.96 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/03. Initialize Database.mp4	18.39 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/04. Index Route.mp4	50.03 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/05. New Route.mp4	23.56 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/06. Create Route.mp4	29.61 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/07. Using Date.mp4	22.79 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/08. Edit Route.mp4	28.52 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/09. Update Route.mp4	36.88 MiB
Day - 40 (17_09_23)/46. MongoDB with Express/10. Destroy Route.mp4	25.63 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/0. Topic List.jpg	190.45 KiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/01. Basic Set up.mp4	49.97 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/02. Listing Model.mp4	69.23 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/03. Major Project.pdf	21.68 KiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/04 Initialize Database.mp4	28.71 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/05. Index Route.mp4	31.40 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/06. READ (Show Route).mp4	24.72 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/07. CREATE (New & Create Route).mp4	48.11 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/08. UPDATE (Edit & Update Route).mp4	45.14 MiB
Day - 41 (24_19_23)/47. Project - Phase 1 (Part a)/09. DELETE (Delete Route).mp4	14.66 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/0. Topic List.jpg	148.14 KiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/01. Creating Boilerplate.mp4	46.08 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/02. Navbar.mp4	70.02 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/03. Footer.mp4	56.41 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/04. Styling Index.mp4	100.21 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/05. Styling New Listing.mp4	53.46 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/06. Styling Edit Listing.mp4	24.63 MiB
Day - 42 (26_09_23)/48. Project - Phase 1 (Part b)/07. Styling Show Listing.mp4	54.71 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/0. Topic List.jpg	102.54 KiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/01. What are Middlewares-.mp4	32.26 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/02. Our 1st Middleware.mp4	29.20 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/03. Using next( ).mp4	41.56 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/04. Creating Utility Middleware.mp4	38.54 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/05. Exploring app.use( ).mp4	24.38 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/06. API Token as Query String.mp4	18.44 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/07. Passing multiple Middlewares.mp4	5.48 MiB
Day - 43 (28_09_23)/49. Backend 6 (Middlewares)/08. Error Handling (Express Default).mp4	35.89 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/0. Topic List.jpg	288.99 KiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/01. Error Handling Middleware.mp4	54.03 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/02. Custom Error Class.mp4	60.64 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/03. Default Status & Message.mp4	43.54 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/04. Activity.mp4	13.39 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/05. Handling Async Errors.mp4	82.21 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/06. Using try-catch.mp4	60.65 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/07. Using wrapAsync.mp4	61.03 MiB
Day - 44 (30_09_23)/50. Backend 7 (Errors)/08. Mongoose Errors.mp4	50.84 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/0. Topic List.jpg	95.89 KiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/01. Client-Side Validation (Form).mp4	42.22 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/02. Success & Failure Text.mp4	45.09 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/03. Custom Error Handling.mp4	20.74 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/04. Add wrapAsync.mp4	14.45 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/05. Add ExpressError.mp4	43.23 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/06. Error.ejs.mp4	25.89 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/07. Validation for Schema.mp4	70.56 MiB
Day - 45 (03_10_22)/51. Project - Phase 1 (Part c)/08. Validation for Schema (Middleware).mp4	20.12 MiB
Day - 46 (05_10_23)/52. Database Relationships/0. Topic List.jpg	350.75 KiB
Day - 46 (05_10_23)/52. Database Relationships/01. SQL Relationships (One to One).mp4	29.72 MiB
Day - 46 (05_10_23)/52. Database Relationships/02. SQL Relationships (One to Many & Many to Many).mp4	44.64 MiB
Day - 46 (05_10_23)/52. Database Relationships/03. One to Few (in Detail).mp4	48.99 MiB
Day - 46 (05_10_23)/52. Database Relationships/04. One to Few (Implementation).mp4	58.32 MiB
Day - 46 (05_10_23)/52. Database Relationships/05. One to Many (in Detail).mp4	26.17 MiB
Day - 46 (05_10_23)/52. Database Relationships/06. One to Many (Implementation).mp4	92.51 MiB
Day - 46 (05_10_23)/52. Database Relationships/07. using Populate.mp4	26.55 MiB
Day - 46 (05_10_23)/52. Database Relationships/08. One to Squillions (in Detail).mp4	90.25 MiB
Day - 46 (05_10_23)/52. Database Relationships/09. Reading Docs.mp4	78.60 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/0. Topic List.jpg	362.56 KiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/01. Handling Deletion.mp4	68.43 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/02. Mongoose Middlewares.mp4	88.11 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/03. Creating Review Model.mp4	75.47 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/04. Create Reviews (Step 1).mp4	52.45 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/05. Create Reviews (Step 2).mp4	83.71 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/06. Validation for Reviews.mp4	80.32 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/07. Render Reviews.mp4	41.41 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/08. Styling Reviews.mp4	47.21 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/09. Deleting Reviews.mp4	71.53 MiB
Day - 47 (07_10_23)/53. Project - Phase 2 (Part a)/10. Handling _ Delete Listing.mp4	45.73 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/0. Topic List.jpg	293.85 KiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/01. What is Express Router_.mp4	46.59 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/02. Using Express Router.mp4	72.93 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/03. Restructuring Listings.mp4	63.02 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/04. Restructuring Reviews.mp4	61.54 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/05. Web Cookies.mp4	50.36 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/06. Sending Cookies.mp4	23.27 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/07. Cookie Parser.mp4	35.55 MiB
Day - 48 (11_10_23)/54. Project - Phase 2 (Part b)/08. Signed Cookies.mp4	65.60 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/0. Topic List.png	51.41 KiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/01. What is State.mp4	27.33 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/02. Express Sessions.mp4	89.95 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/03. Exploring Session Options.mp4	72.60 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/04. Storing _ Using Session Info.mp4	53.05 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/05. Using connect-flash.mp4	75.12 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/06. Using res.locals.mp4	38.33 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/07. Implement Sessions in Project.mp4	22.15 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/08. Cookie in SessionOptions.mp4	49.11 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/09. Implement Flash in Project.mp4	32.32 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/10. Flash Success Includes.mp4	80.98 MiB
Day - 49 (13_10_23)/55. Project - Phase 2 (Part c)/11. Flash Failure Includes.mp4	44.22 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/0. Topic List.jpg	119.25 KiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/01. Authentication v_s Authorization.mp4	15.95 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/02. How are passwords stored-.mp4	27.23 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/03. What is Hashing-.mp4	35.56 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/04. What is Salting-.mp4	21.49 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/05. Passport - Getting started.mp4	25.56 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/06. User Model.mp4	25.05 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/07. Configuring Strategy.mp4	34.40 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/08. Demo User.mp4	28.11 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/09. SignUp User - GET.mp4	40.56 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/10. SignUp User - POST.mp4	35.59 MiB
Day - 50 (16_10_23)/56. Project - Phase 2 (Part d)/11. Login User.mp4	36.50 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/0. Topic List.jpg	125.83 KiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/01. Connecting Login Route.mp4	46.19 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/02. LogOut User.mp4	16.72 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/03. Add Styling.mp4	29.55 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/04. Login after SignUp.mp4	25.68 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/05. post-Login Page.mp4	51.30 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/06. Listing Owner.mp4	55.24 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/07. Starting with Authorization.mp4	36.07 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/08. Authorization for _listings.mp4	61.65 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/09. Authorization for _reviews (part1).mp4	34.88 MiB
Day - 51 (18_10_23)/57. Major Project Phase - 2 (Part E )/10. Authorization for _reviews (part2).mp4	48.32 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/0. Topic List.jpg	114.46 KiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/01. MVC - Model, View, Controller.mp4	28.81 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/02. MVC for Listings.mp4	19.68 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/03. MVC for Reviews _ Users.mp4	33.78 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/04. Router.route.mp4	37.07 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/05. Re-style Ratings.mp4	54.32 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/06. Image Upload.mp4	26.50 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/07. Manipulating Form.mp4	46.06 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/08. Cloud Setup.mp4	44.50 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/09. Store Files.mp4	44.51 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/10. Save Link in Mongo.mp4	36.68 MiB
Day - 52 (20_10_23)/58. Major Project - Phase 3 (Part a)/11. Display Image.mp4	25.73 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/0. Topic List.jpg	283.75 KiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/01. Edit Listing Image.mp4	51.29 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/02. Image Preview for Edit Page.mp4	67.23 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/03. Getting Started with Maps.mp4	40.63 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/04. Our First Map.mp4	147.81 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/05. Geocoding.mp4	150.31 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/06. Storing Coordinates.mp4	63.03 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/07. Map Marker.mp4	66.53 MiB
Day - 53 (22_10_23)/59. Project - Phase 3 (Part b)/08. Map Popup.mp4	66.23 MiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/00. Topic List.png	47.37 KiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/01. Fixing Home Page.mp4	26.32 MiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/02. Add UI for Filters.mp4	59.53 MiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/03. Add UI for Tax Switch.mp4	49.93 MiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/04. Making Tax Switch Functional.mp4	68.12 MiB
Day - 54 (25_10_23)/60. Project - Phase 3 (Part c)/05. Add UI for Search.mp4	60.00 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/0. Topic List.png	59.39 KiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/01. Using Mongo Atlas.mp4	71.65 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/02. Mongo Session Store.mp4	57.18 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/03. Deployment with Render.mp4	16.60 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/04. Push code to Github.mp4	30.10 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/05. Connect Render with Github.mp4	18.19 MiB
Day - 55 (27_10_23)/61. Project - Phase 3 (Part d)/06. Create New Service.mp4	38.86 MiB
Day - 56 (30_10_23)/62. React (Part 1)/0. Topic List.jpg	394.26 KiB
Day - 56 (30_10_23)/62. React (Part 1)/01. What is React_.mp4	88.73 MiB
Day - 56 (30_10_23)/62. React (Part 1)/02. What is JSX_.mp4	22.90 MiB
Day - 56 (30_10_23)/62. React (Part 1)/03. Set up Local Environment.mp4	44.51 MiB
Day - 56 (30_10_23)/62. React (Part 1)/04. Understanding our App.mp4	60.11 MiB
Day - 56 (30_10_23)/62. React (Part 1)/05. Re-write App.mp4	22.30 MiB
Day - 56 (30_10_23)/62. React (Part 1)/06. Our 1st Component.mp4	58.28 MiB
Day - 56 (30_10_23)/62. React (Part 1)/07. Import-Export.mp4	33.49 MiB
Day - 56 (30_10_23)/62. React (Part 1)/08. Writing Markup in JSX.mp4	43.18 MiB
Day - 56 (30_10_23)/62. React (Part 1)/09. React Fragment.mp4	12.99 MiB
Day - 56 (30_10_23)/62. React (Part 1)/10. JSX with Curly Braces.mp4	17.29 MiB
Day - 56 (30_10_23)/62. React (Part 1)/11. Structuring Components.mp4	39.66 MiB
Day - 56 (30_10_23)/62. React (Part 1)/12. Style Components.mp4	40.14 MiB
Day - 57 (01_11_23)/63. React (Part 2)/0. Topic List.jpg	286.31 KiB
Day - 57 (01_11_23)/63. React (Part 2)/01. React Props.mp4	76.00 MiB
Day - 57 (01_11_23)/63. React (Part 2)/02. Passing Arrays to Props.mp4	37.88 MiB
Day - 57 (01_11_23)/63. React (Part 2)/03. Rendering Arrays.mp4	27.70 MiB
Day - 57 (01_11_23)/63. React (Part 2)/04. Conditionals.mp4	47.11 MiB
Day - 57 (01_11_23)/63. React (Part 2)/05. Dynamic Component Styling.mp4	33.74 MiB
Day - 57 (01_11_23)/63. React (Part 2)/06. Activity.mp4	25.39 MiB
Day - 57 (01_11_23)/63. React (Part 2)/07. Install React Developer Tools.mp4	30.09 MiB
Day - 57 (01_11_23)/63. React (Part 2)/08. Activity _ Amazon Cards.mp4	171.68 MiB
Day - 58 (03_11_23)/64. React (Part 3)/0. Topic List.png	41.20 KiB
Day - 58 (03_11_23)/64. React (Part 3)/01. Handling Click Events.mp4	28.55 MiB
Day - 58 (03_11_23)/64. React (Part 3)/02. Handling Non-Click Events.mp4	35.68 MiB
Day - 58 (03_11_23)/64. React (Part 3)/03. Event Object.mp4	45.67 MiB
Day - 58 (03_11_23)/64. React (Part 3)/04. State in React.mp4	58.59 MiB
Day - 58 (03_11_23)/64. React (Part 3)/05. Hooks.mp4	9.60 MiB
Day - 58 (03_11_23)/64. React (Part 3)/06. useState( ).mp4	67.59 MiB
Day - 58 (03_11_23)/64. React (Part 3)/07. Activity _ Create LikeButton.mp4	84.73 MiB
Day - 58 (03_11_23)/64. React (Part 3)/08. Closure in JS.mp4	35.86 MiB
Day - 58 (03_11_23)/64. React (Part 3)/09. Re-render _ How does it work_.mp4	36.62 MiB
Day - 58 (03_11_23)/64. React (Part 3)/10. Callback in Set State Function.mp4	35.72 MiB
Day - 58 (03_11_23)/64. React (Part 3)/11. More about State.mp4	44.48 MiB
Day - 59 (05_11_23)/65. React (Part 4)/0. Topic List.jpg	289.44 KiB
Day - 59 (05_11_23)/65. React (Part 4)/01. Objects & State.mp4	100.40 MiB
Day - 59 (05_11_23)/65. React (Part 4)/02. Arrays & State.mp4	26.89 MiB
Day - 59 (05_11_23)/65. React (Part 4)/03. Activity _ Create a Todo.mp4	102.02 MiB
Day - 59 (05_11_23)/65. React (Part 4)/04. Unique Key for List Items.mp4	41.75 MiB
Day - 59 (05_11_23)/65. React (Part 4)/05. Deleting from Arrays.mp4	62.95 MiB
Day - 59 (05_11_23)/65. React (Part 4)/06. Update All in Array.mp4	41.81 MiB
Day - 59 (05_11_23)/65. React (Part 4)/07. Update One in Array.mp4	24.52 MiB
Day - 59 (05_11_23)/65. React (Part 4)/08. Add a _Mark as Done_ Feature to Todo.mp4	14.64 MiB
Day - 60 (09_11_23)/67. React (Part 5)/00 Topic List.png	56.94 KiB
Day - 60 (09_11_23)/67. React (Part 5)/00 Topic List(2).png	17.00 KiB
Day - 60 (09_11_23)/67. React (Part 5)/01. Todo Solution - Mark as Done Feature.mp4	33.67 MiB
Day - 60 (09_11_23)/67. React (Part 5)/02. Lottery Game (Part a).mp4	39.09 MiB
Day - 60 (09_11_23)/67. React (Part 5)/03. Lottery Game (Part b).mp4	29.32 MiB
Day - 60 (09_11_23)/67. React (Part 5)/04. Changes to Lottery Game.mp4	48.61 MiB
Day - 60 (09_11_23)/67. React (Part 5)/05. Component Types.mp4	18.47 MiB
Day - 60 (09_11_23)/67. React (Part 5)/06. Ticket Component.mp4	36.27 MiB
Day - 60 (09_11_23)/67. React (Part 5)/07. Lottery Component.mp4	20.00 MiB
Day - 60 (09_11_23)/67. React (Part 5)/08. Functions as Props.mp4	39.64 MiB
Day - 61 (13_11_23)/68. React (Part 6)/0. Topic List.jpg	216.30 KiB
Day - 61 (13_11_23)/68. React (Part 6)/01. Forms in React.mp4	93.33 MiB
Day - 61 (13_11_23)/68. React (Part 6)/02. Labels in React.mp4	13.31 MiB
Day - 61 (13_11_23)/68. React (Part 6)/03. Handling Multiple Inputs.mp4	126.09 MiB
Day - 61 (13_11_23)/68. React (Part 6)/04. Comments Form.mp4	82.72 MiB
Day - 61 (13_11_23)/68. React (Part 6)/05. useEffect( ).mp4	49.47 MiB
Day - 61 (13_11_23)/68. React (Part 6)/06. Dependencies in useEffect( ).mp4	25.06 MiB
Day - 61 (13_11_23)/68. React (Part 6)/07. Use Cases.mp4	93.43 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/0. Topic List.jpg	195.26 KiB
Day - 62 (15_11_23)/69. React (Mini - Project)/01. Material UI.mp4	114.70 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/02. Building Search Box.mp4	75.56 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/03. Using Weather API.mp4	111.37 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/04. Building Info Box.mp4	91.76 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/05. Weather App Component.mp4	93.95 MiB
Day - 62 (15_11_23)/69. React (Mini - Project)/06. Added Feature.mp4	50.82 MiB
Day - 63 (17_11_23)/70. Tailwind/0. Topic List.jpg	219.09 KiB
Day - 63 (17_11_23)/70. Tailwind/01. Introduction to Tailwind.mp4	70.70 MiB
Day - 63 (17_11_23)/70. Tailwind/02. Tailwind CLI.mp4	64.58 MiB
Day - 63 (17_11_23)/70. Tailwind/03. Typography & Styling.mp4	92.65 MiB
Day - 63 (17_11_23)/70. Tailwind/04. Colors & Spacing.mp4	160.36 MiB
Day - 63 (17_11_23)/70. Tailwind/05. Breakpoints in Tailwind.mp4	29.90 MiB
Day - 63 (17_11_23)/70. Tailwind/06. Apply Directive.mp4	37.54 MiB
Day - 63 (17_11_23)/70. Tailwind/07. Design a Card in Tailwind.mp4	131.21 MiB
Delta JS.pdf	8.48 MiB
Delta notes.pdf	11.03 MiB
GitHub File Uploaded by Apna College/Dom (27_07_23).zip	394.31 KiB
GitHub File Uploaded by Apna College/DOM/app.js	0.00 B
GitHub File Uploaded by Apna College/DOM/Assets/Amazing_Fantasy.jpg	67.32 KiB
GitHub File Uploaded by Apna College/DOM/Assets/Amazing-spiderman.jpg	38.70 KiB
GitHub File Uploaded by Apna College/DOM/Assets/Man.png	52.52 KiB
GitHub File Uploaded by Apna College/DOM/Assets/Spider-Man.png	234.06 KiB
GitHub File Uploaded by Apna College/DOM/index.html	2.79 KiB
GitHub File Uploaded by Apna College/DOM/style.css	348.00 B
Project/JS Mini Project.zip	1.72 KiB
Project/JS Mini Project/app.js	2.04 KiB
Project/JS Mini Project/index.html	808.00 B
Project/JS Mini Project/style.css
